BOROUGH,NEIGHBORHOOD,BUILDING_CATEGORY,ADDRESS,ZIP_CODE,LAND_SQR_FT,GROSS_SQR_FT,YEAR_BUILT,PRICE,long,lat
BROOKLYN,MARINE PARK              ,TWO FAMILY HOMES,2183 EAST 36TH   STREET                  ,11234,2200,2283,1950,600000,-73.92764282226562,40.60670852661133
QUEENS,FLUSHING-SOUTH,ONE FAMILY HOME,135-15 62ND AVENUE,11367,4000,1304,1945,830000,-74.22915649414062,40.51850128173828
STATEN ISLAND,MIDLAND BEACH            ,TWO FAMILY HOMES,266 SLATER BOULEVARD                     ,10305,2376,2223,1980,438000,-74.08744812011719,40.57931137084961
QUEENS,LAURELTON                ,TWO FAMILY HOMES,217-22 133RD   ROAD                      ,11413,4000,2024,1960,515000,-73.75108337402344,40.680110931396484
QUEENS,HOLLIS                   ,THREE FAMILY HOMES,94-17 199 STREET                         ,11423,3018,2680,1960,550000,-73.75955963134766,40.7128791809082
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,TWO FAMILY HOMES,65 WEST 164 STREET                       ,10452,1450,2909,2010,500000,-73.91280364990234,40.844154357910156
BRONX,SOUNDVIEW                ,THREE FAMILY HOMES,736 COMMONWEALTH AVENUE                  ,10473,2000,2800,1965,505000,-73.8653793334961,40.820068359375
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,212-15 38TH   AVENUE                     ,11361,3800,1760,1988,930000,-73.77384185791016,40.766361236572266
QUEENS,ARVERNE                  ,TWO FAMILY HOMES,521 BEACH 72 STREET                      ,11692,4000,2200,2003,369000,-73.78541564941406,40.59577178955078
QUEENS,FAR ROCKAWAY             ,ONE FAMILY HOME,6-12 MEEHAN AVENUE                       ,11691,5514,2500,1987,792000,-73.7411880493164,40.5992317199707
BROOKLYN,CANARSIE                 ,THREE FAMILY HOMES,2 PAERDEGAT 3RD STREET                   ,11236,3233,3430,1965,515000,-73.91124725341797,40.631290435791016
QUEENS,BEECHHURST               ,ONE FAMILY HOME,160-22 12TH   AVENUE                     ,11357,8000,3776,2010,400000,-73.80095672607422,40.790828704833984
BRONX,WAKEFIELD                ,TWO FAMILY HOMES,4210A BRUNER AVENUE                      ,10466,3300,3022,2010,575000,-73.84819030761719,40.89476776123047
STATEN ISLAND,NEW SPRINGVILLE,ONE FAMILY HOME,164 STEINWAY AVENUE,10314,2575,2429,1984,660000,-74.16159057617188,40.59312057495117
QUEENS,SO. JAMAICA-BAISLEY PARK,TWO FAMILY HOMES,147-08 130TH   AVENUE,11436,3000,1840,2005,745000,-73.7912826538086,40.66994857788086
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,65-28 172ND   STREET                     ,11365,4000,1510,1955,835000,-73.7977294921875,40.73566818237305
STATEN ISLAND,ROSSVILLE                ,TWO FAMILY HOMES,16 SAMANTHA LANE                         ,10309,5122,3175,2004,739388,-74.211669921875,40.5536003112793
STATEN ISLAND,NEW DORP-BEACH,ONE FAMILY HOME,239 FINLEY AVENUE,10306,1739,1080,1980,327500,-74.10685729980469,40.560821533203125
STATEN ISLAND,GRANT CITY               ,ONE FAMILY HOME,160 FREMONT AVENUE                       ,10306,1900,960,1977,322000,-74.10829162597656,40.57810974121094
BRONX,MORRISANIA/LONGWOOD      ,ONE FAMILY HOME,820 EAST 150TH ST                        ,10455,1150,2416,2003,350000,-73.90550231933594,40.81315994262695
QUEENS,LONG ISLAND CITY         ,TWO FAMILY HOMES,10-03 36 AVE                             ,11106,1555,2352,2007,1090000,-73.93917846679688,40.76485824584961
QUEENS,RICHMOND HILL            ,THREE FAMILY HOMES,101-31 103RD   STREET                    ,11416,2350,3128,1970,800000,-73.83920288085938,40.68513870239258
QUEENS,FRESH MEADOWS,ONE FAMILY HOME,67-08 185TH STREET,11365,4000,944,1950,760000,-74.11316680908203,40.62331771850586
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,238-44 148TH DRIVE                       ,11422,4000,1060,1950,765000,-73.73033905029297,40.65351867675781
BROOKLYN,BATH BEACH               ,ONE FAMILY HOME,1173 SHORE PARKWAY                       ,11214,1661,1392,1950,540000,-74.01278686523438,40.60255813598633
BROOKLYN,CONEY ISLAND             ,ONE FAMILY HOME,2882 WEST 25TH STREET                    ,11224,2596,1344,1989,329000,-73.99252319335938,40.57637023925781
BRONX,MORRIS PARK/VAN NEST     ,ONE FAMILY HOME,1940 HUNT AVENUE                         ,10462,3085,2100,2010,570000,-73.86573791503906,40.84880828857422
QUEENS,REGO PARK                ,ONE FAMILY HOME,67-42 BURNS STREET                       ,11375,2000,1980,1950,530000,-73.85488891601562,40.72227096557617
STATEN ISLAND,OAKWOOD-BEACH            ,ONE FAMILY HOME,133 DUGDALE STREET                       ,10306,3000,1800,1997,489847,-74.11820983886719,40.55514144897461
BROOKLYN,BERGEN BEACH             ,ONE FAMILY HOME,1472 EAST 73RD   STREET                  ,11234,2480,2304,2007,626223,-73.90828704833984,40.62255096435547
STATEN ISLAND,SOUTH BEACH,ONE FAMILY HOME,34 APPLEBY AVENUE,10305,2100,1176,2004,539800,-74.07877349853516,40.59151840209961
BRONX,SCHUYLERVILLE/PELHAM BAY,TWO FAMILY HOMES,3143 SCHUYLER PLACE,10461,2500,2507,1950,500000,-73.82894897460938,40.850379943847656
STATEN ISLAND,WEST NEW BRIGHTON        ,TWO FAMILY HOMES,25 RAYFIELD COURT                        ,10310,1050,2000,1999,325000,-74.12223815917969,40.6291618347168
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,35 ACKERMAN STREET                       ,10308,2581,975,1986,355350,-74.22915649414062,40.51850128173828
BROOKLYN,GRAVESEND                ,TWO FAMILY HOMES,1825 STILLWELL AVENUE                    ,11223,2500,2551,1955,770000,-73.98603057861328,40.60200881958008
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,175 LINDENWOOD ROAD                      ,10308,8000,1388,1945,325000,-74.1504135131836,40.546058654785156
STATEN ISLAND,WOODROW                  ,TWO FAMILY HOMES,41 SALAMANDER COURT                      ,10309,2240,1700,1995,546000,-74.22296905517578,40.53813934326172
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,282 THORNYCROFT AVENUE                   ,10312,5000,1563,1965,497000,-74.15699005126953,40.53932189941406
QUEENS,SO. JAMAICA-BAISLEY PARK,TWO FAMILY HOMES,128-42 INWOOD STREET,11436,5763,1093,1955,540000,-73.79350280761719,40.67087936401367
STATEN ISLAND,GREAT KILLS,ONE FAMILY HOME,420 BEACH ROAD,10312,3800,836,1950,550000,-74.1585693359375,40.5432014465332
QUEENS,HOLLIS                   ,THREE FAMILY HOMES,90TH   AVENUE                            ,11423,3082,2850,2005,385000,-73.75421905517578,40.727928161621094
QUEENS,ASTORIA                  ,THREE FAMILY HOMES,31-05 NEWTOWN AVENUE                     ,11102,1508,2806,1960,1520000,-73.92046356201172,40.767601013183594
STATEN ISLAND,TODT HILL                ,ONE FAMILY HOME,60 CHIPPERFIELD COURT                    ,10301,10558,6680,2004,2200000,-74.1098403930664,40.60519027709961
QUEENS,ELMHURST,THREE FAMILY HOMES,73-54 53RD AVENUE,11378,1558,2965,1985,1460000,-73.8884506225586,40.73099136352539
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,458-56 ANNADALE ROAD                     ,10312,3509,1825,2003,385219,-74.17546844482422,40.56254577636719
QUEENS,SPRINGFIELD GARDENS      ,ONE FAMILY HOME,202-02 120 AVENUE                        ,11412,2125,1020,1960,315000,-73.74674987792969,40.709041595458984
STATEN ISLAND,ANNADALE                 ,TWO FAMILY HOMES,193 MOSELY AVENUE                        ,10312,2665,2092,2007,549855,-74.17108154296875,40.541038513183594
BRONX,COUNTRY CLUB             ,TWO FAMILY HOMES,3332 CAMPBELL DRIVE                      ,10465,3664,3375,1960,675000,-73.81713104248047,40.838958740234375
BRONX,PELHAM PARKWAY SOUTH     ,TWO FAMILY HOMES,2032 TOMLINSON AVENUE                    ,10461,2500,1494,1955,395000,-73.85576629638672,40.85470962524414
STATEN ISLAND,ROSEBANK,ONE FAMILY HOME,34 EGBERT PLACE,10305,1914,1554,2017,627242,-74.06643676757812,40.608280181884766
QUEENS,FAR ROCKAWAY             ,TWO FAMILY HOMES,31-17 DWIGHT AVENUE                      ,11691,3000,2184,1965,340500,-73.76693725585938,40.60062026977539
QUEENS,HOWARD BEACH             ,TWO FAMILY HOMES,79-10 149 AVE                            ,11414,3392,3588,1960,675000,-73.83199310302734,40.668548583984375
BROOKLYN,FLATBUSH-EAST            ,ONE FAMILY HOME,1150 EAST 48TH STREET                    ,11234,2200,1470,1945,385000,-73.93052673339844,40.63312911987305
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,148-57 HOOK CREEK BOULEVARD              ,11422,2605,2306,1973,442500,-73.7261734008789,40.65333938598633
QUEENS,HOLLISWOOD,ONE FAMILY HOME,206-15 WHITEHALL TERRACE,11427,4000,2228,1950,640000,-73.7596435546875,40.722320556640625
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,132-38 59 AVENUE                         ,11355,4000,3450,2007,700000,-73.81497955322266,40.75667190551758
QUEENS,BAYSIDE                  ,ONE FAMILY HOME,48-01 207TH STREET                       ,11364,2432,1232,1960,532000,-73.77337646484375,40.753910064697266
STATEN ISLAND,ELTINGVILLE,ONE FAMILY HOME,4 FUTURITY PLACE,10312,3663,2088,1970,565000,-74.17681884765625,40.5629997253418
QUEENS,SOUTH OZONE PARK         ,TWO FAMILY HOMES,11752 122 PLACE                          ,11420,3300,2829,1950,459000,-73.81593322753906,40.674293518066406
BRONX,THROGS NECK,TWO FAMILY HOMES,4186 EAST TREMONT AVENUE,10465,2673,1872,1950,638000,-73.81685638427734,40.8177604675293
QUEENS,JACKSON HEIGHTS          ,ONE FAMILY HOME,82-03 25 AVENUE                          ,11370,2300,2182,1950,620000,-73.88461303710938,40.7723503112793
STATEN ISLAND,GREAT KILLS,TWO FAMILY HOMES,436 CORTELYOU AVENUE,10312,4500,2256,1970,485000,-74.16210174560547,40.548301696777344
BRONX,MORRIS PARK/VAN NEST     ,THREE FAMILY HOMES,734 VAN NEST AVENUE                      ,10462,2370,4488,2005,690000,-73.86412811279297,40.84392166137695
BROOKLYN,MILL BASIN               ,TWO FAMILY HOMES,2308 NATIONAL DRIVE                      ,11234,3240,2124,1970,1250500,-73.91397094726562,40.60478973388672
BRONX,WAKEFIELD                ,ONE FAMILY HOME,732 EAST 242 STREET                      ,10470,1800,1665,1960,410754,-73.8480224609375,40.90589141845703
QUEENS,WOODHAVEN,TWO FAMILY HOMES,74-25 ROCKAWAY BOULEVARD,11421,4479,2376,1965,710000,-73.86589813232422,40.68653106689453
QUEENS,FLUSHING-NORTH,ONE FAMILY HOME,16334 22 AVE,11357,2250,1232,1950,800000,-73.79899597167969,40.792320251464844
BRONX,WAKEFIELD                ,TWO FAMILY HOMES,708 ST OUEN STREET                       ,10470,2695,3076,1965,365000,-73.84925842285156,40.903995513916016
QUEENS,WHITESTONE               ,ONE FAMILY HOME,15-21 144TH   STREET                     ,11357,1476,1332,1960,590000,-73.8226318359375,40.78480911254883
QUEENS,ARVERNE                  ,TWO FAMILY HOMES,605 BEACH 63RD STREET                    ,11692,3400,2068,1996,374239,-73.79287719726562,40.59727096557617
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,31 GALVASTON LOOP                        ,10314,1680,2160,1997,450000,-74.15686798095703,40.5806999206543
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,112-32 223 ST                            ,11429,3750,1050,1945,545000,-73.73046112060547,40.706241607666016
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,236-20 UNION TPKE                        ,11427,5100,2129,1950,690000,-73.7352066040039,40.7380485534668
QUEENS,WHITESTONE               ,TWO FAMILY HOMES,15022 17 ROAD                            ,11357,3750,2216,2003,760000,-73.8125991821289,40.789894104003906
BROOKLYN,EAST NEW YORK            ,THREE FAMILY HOMES,637 LIVONIA AVE                          ,11207,1200,3520,2004,630000,-73.89350128173828,40.66495132446289
QUEENS,REGO PARK                ,ONE FAMILY HOME,66-18 SELFRIDGE STREET                   ,11375,3456,1146,1955,560000,-73.85771942138672,40.71908187866211
STATEN ISLAND,WESTERLEIGH              ,ONE FAMILY HOME,339 BRYSON AVENUE                        ,10314,4400,1040,1955,435000,-74.14453887939453,40.61280059814453
BROOKLYN,BROWNSVILLE,ONE FAMILY HOME,933 ROCKAWAY AVENUE,11212,1800,1148,1987,463500,-73.9072494506836,40.6568717956543
BRONX,MORRIS PARK/VAN NEST     ,TWO FAMILY HOMES,1031 VAN NEST AVENUE                     ,10461,2500,2926,1960,565000,-73.85417938232422,40.84743881225586
QUEENS,COLLEGE POINT            ,ONE FAMILY HOME,927A 128TH   STREET                      ,11356,1942,1484,1950,436600,-73.83094024658203,40.78662872314453
STATEN ISLAND,PORT RICHMOND            ,TWO FAMILY HOMES,521 VILLA AVENUE                         ,10302,2500,1825,2005,416754,-74.14362335205078,40.62765884399414
QUEENS,ELMHURST                 ,TWO FAMILY HOMES,93-16 LAMONT AVENUE                      ,11373,2442,2000,1950,762000,-73.87220764160156,40.746070861816406
QUEENS,JACKSON HEIGHTS          ,THREE FAMILY HOMES,31-22 80 STREET                          ,11370,2200,2902,1950,800000,-73.8833999633789,40.77239990234375
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,147-15 28 AVENUE                         ,11354,2800,1406,1960,563000,-73.81683349609375,40.77412033081055
QUEENS,FLORAL PARK              ,ONE FAMILY HOME,255-12 87TH   ROAD                       ,11001,4158,1156,1955,350000,-73.70995330810547,40.728721618652344
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,260 ELVERTON AVENUE                      ,10308,2300,1616,1976,460000,-74.15477752685547,40.556068420410156
QUEENS,LAURELTON,ONE FAMILY HOME,227-05 130TH AVENUE,11413,3800,1120,1950,550000,-73.73963928222656,40.6826286315918
QUEENS,ROSEDALE                 ,ONE FAMILY HOME,240-26 128 ROAD                          ,11422,3996,1080,1955,399000,-73.72648620605469,40.68080139160156
STATEN ISLAND,ARDEN HEIGHTS            ,ONE FAMILY HOME,18 LINDA LANE                            ,10312,910,1690,1993,369000,-74.18675231933594,40.55379867553711
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,199-19 58 AVENUE                         ,11365,4365,2756,2007,500000,-73.77726745605469,40.75191879272461
BROOKLYN,OLD MILL BASIN           ,ONE FAMILY HOME,1680 EAST 53 STREET                      ,11234,4000,1196,1960,525000,-73.90573120117188,40.63554382324219
STATEN ISLAND,GRANT CITY               ,TWO FAMILY HOMES,62 STOBE AVENUE                          ,10306,5750,3880,2005,838019,-74.10296630859375,40.58522033691406
STATEN ISLAND,WEST NEW BRIGHTON        ,ONE FAMILY HOME,6 CLINTON COURT                          ,10301,4920,2900,2004,589566,-74.09696197509766,40.64020919799805
BROOKLYN,MILL BASIN               ,ONE FAMILY HOME,2418 EAST 65TH STREET                    ,11234,4600,1860,1965,999000,-73.90782165527344,40.611358642578125
BRONX,BRONXDALE                ,TWO FAMILY HOMES,1086 ARNOW AVE                           ,10469,7500,2656,1955,480000,-73.85617065429688,40.867530822753906
BRONX,THROGS NECK              ,ONE FAMILY HOME,309 HOLLYWOOD AVENUE                     ,10465,1802,1944,1960,385000,-73.8154296875,40.81998825073242
STATEN ISLAND,TOTTENVILLE              ,TWO FAMILY HOMES,5282 ARTHUR KILL ROAD                    ,10307,8700,2880,1960,555000,-74.2454833984375,40.51470947265625
STATEN ISLAND,GREAT KILLS,ONE FAMILY HOME,447 CORBIN AVENUE,10308,6000,1894,2015,1350000,-74.15200805664062,40.5661506652832
STATEN ISLAND,ROSSVILLE-CHARLESTON     ,ONE FAMILY HOME,66 TOPSIDE LANE                          ,10309,1520,3735,2006,574293,-74.2399673461914,40.53091812133789
QUEENS,BEECHHURST               ,ONE FAMILY HOME,14-16 159TH   STREET                     ,11357,4000,3024,1994,975000,-73.80335235595703,40.78855895996094
BROOKLYN,FLATBUSH-CENTRAL         ,ONE FAMILY HOME,1216 ALBEMARLE ROAD                      ,11218,4000,2263,1960,2625000,-73.96768188476562,40.64628982543945
QUEENS,FLUSHING-NORTH,TWO FAMILY HOMES,43-32A 195TH STREET,11358,1600,1024,1950,720000,-73.78104400634766,40.77162170410156
BRONX,BAYCHESTER,TWO FAMILY HOMES,2029 STRANG AVENUE,10466,2458,1860,1950,560000,-73.84149932861328,40.890621185302734
STATEN ISLAND,CLOVE LAKES              ,ONE FAMILY HOME,670 DAVIS AVENUE                         ,10310,3400,1004,1950,475000,-74.10781860351562,40.62664031982422
QUEENS,GLEN OAKS                ,ONE FAMILY HOME,76-40 263RD STREET                       ,11004,4000,2625,1950,995000,-73.71037292480469,40.74851989746094
BROOKLYN,BOROUGH PARK,THREE FAMILY HOMES,1359 52ND   STREET,11219,2304,4278,1965,1900500,-74.22915649414062,40.51850128173828
BRONX,SOUNDVIEW                ,TWO FAMILY HOMES,1231 COMMONWEALTH AVENUE                 ,10472,1912,1683,1960,509000,-73.86817169189453,40.83052062988281
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,160-18 84 STREET                         ,11414,4025,2497,1965,600000,-73.8290023803711,40.657981872558594
QUEENS,HOWARD BEACH             ,TWO FAMILY HOMES,14926 80TH STREET                        ,11414,3430,3588,1960,510000,-73.85491943359375,40.668426513671875
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,49 HEINZ AVENUE                          ,10308,2500,1316,1975,350000,-74.14740753173828,40.5378303527832
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,158-09 92ND STREET                       ,11414,5400,2868,2008,590000,-73.84088134765625,40.66041946411133
QUEENS,RICHMOND HILL            ,TWO FAMILY HOMES,95-08 121ST   STREET                     ,11419,1234,2466,2005,525000,-73.82520294189453,40.6926383972168
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,114-72 227TH   STREET                    ,11411,4000,1131,1950,376000,-73.73107147216797,40.69950866699219
BROOKLYN,FLATLANDS                ,TWO FAMILY HOMES,3966 FLATLANDS AVE                       ,11234,2967,2160,1960,625000,-73.93408966064453,40.621761322021484
QUEENS,WHITESTONE               ,TWO FAMILY HOMES,160-27 WILLETS POINT BOULEV              ,11357,2800,2016,1950,865000,-73.80191040039062,40.78110122680664
QUEENS,COLLEGE POINT            ,ONE FAMILY HOME,120-09 9 ROAD                            ,11356,4000,1759,1945,580000,-73.8472671508789,40.78892135620117
BRONX,MORRIS PARK/VAN NEST     ,TWO FAMILY HOMES,932 NEILL AVENUE                         ,10462,2600,2180,1955,499000,-73.86116790771484,40.8509407043457
BRONX,KINGSBRIDGE/JEROME PARK  ,TWO FAMILY HOMES,2758 SEDGWICK AVENUE                     ,10468,2712,3800,2010,524398,-73.90213775634766,40.87089920043945
BRONX,PELHAM PARKWAY SOUTH,TWO FAMILY HOMES,2060 MULINER AVENUE,10462,2200,3432,1970,660000,-73.86186218261719,40.852909088134766
STATEN ISLAND,ROSSVILLE,ONE FAMILY HOME,20 LOCUST COURT,10309,1476,1188,1986,395000,-74.21080780029297,40.54793167114258
BROOKLYN,BOROUGH PARK,THREE FAMILY HOMES,1309 64TH STREET,11219,2034,3032,1970,1350000,-74.00048828125,40.626468658447266
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,26-03 160TH STREET                       ,11358,3800,1837,1960,625000,-73.80377960205078,40.77328109741211
STATEN ISLAND,NEW DORP-HEIGHTS         ,ONE FAMILY HOME,2681 AMBOY ROAD                          ,10306,5350,1500,1960,337367,-74.12220764160156,40.57114028930664
STATEN ISLAND,CLOVE LAKES,ONE FAMILY HOME,7 RICE AVENUE,10314,17500,7875,1950,1850000,-74.11479187011719,40.61835861206055
QUEENS,HOWARD BEACH             ,TWO FAMILY HOMES,164-25 95TH   STREET                     ,11414,4000,3528,1970,675000,-73.8354263305664,40.65039825439453
BRONX,WILLIAMSBRIDGE,THREE FAMILY HOMES,685 EAST 219TH STREET,10467,2143,3259,2004,652189,-74.11316680908203,40.62331771850586
QUEENS,BELLE HARBOR             ,ONE FAMILY HOME,426 BEACH 130TH STREET                   ,11694,4000,2245,1950,499900,-73.85005950927734,40.57830810546875
BROOKLYN,BEDFORD STUYVESANT       ,TWO FAMILY HOMES,733 GREENE AVENUE                        ,11221,1600,3332,2014,1374637,-73.93904113769531,40.6899299621582
STATEN ISLAND,GRANT CITY               ,TWO FAMILY HOMES,85 LISBON PLACE                          ,10306,3069,1800,1989,452000,-74.11316680908203,40.62331771850586
QUEENS,SO. JAMAICA-BAISLEY PARK ,TWO FAMILY HOMES,118-32 GUY R BREWER BLVD                 ,11434,2790,1584,2004,325000,-73.78241729736328,40.68265914916992
QUEENS,ASTORIA,THREE FAMILY HOMES,25-21 27TH   STREET,11102,2600,3232,1960,1900000,-73.92048645019531,40.77138137817383
BRONX,MORRISANIA/LONGWOOD      ,THREE FAMILY HOMES,823 EAST 160 STREET                      ,10459,1718,2784,2004,405600,-73.89481353759766,40.83330535888672
QUEENS,JAMAICA ESTATES          ,THREE FAMILY HOMES,86-66 MIDLAND PARKWAY                    ,11432,3000,3381,2004,935000,-73.783447265625,40.714599609375
BROOKLYN,EAST NEW YORK            ,TWO FAMILY HOMES,479 RUBY STREET                          ,11208,3000,2080,2009,540000,-73.86003875732422,40.67070007324219
STATEN ISLAND,ELTINGVILLE              ,TWO FAMILY HOMES,3 SUNFIELD AVENUE                        ,10312,4031,1880,1970,420000,-74.17733001708984,40.558021545410156
BRONX,SOUNDVIEW                ,ONE FAMILY HOME,1830 LACOMBE AVENUE                      ,10473,2500,1820,1945,347000,-73.86094665527344,40.81496810913086
QUEENS,LAURELTON                ,TWO FAMILY HOMES,134-15 228TH STREET                      ,11413,2933,1512,2004,500000,-73.74220275878906,40.676021575927734
BRONX,CITY ISLAND,ONE FAMILY HOME,102 HAWKINS STREET,10464,2529,1782,1965,449000,-73.78675079345703,40.84621810913086
BROOKLYN,SHEEPSHEAD BAY,TWO FAMILY HOMES,2517 EAST 12TH STREET,11235,3600,1870,1960,890000,-73.95831298828125,40.58917999267578
STATEN ISLAND,ROSSVILLE                ,TWO FAMILY HOMES,4 MASON BOULEVARD                        ,10309,10000,2832,1986,625000,-74.20690155029297,40.54465866088867
STATEN ISLAND,MIDLAND BEACH            ,TWO FAMILY HOMES,274 HULL AVENUE                          ,10306,3100,2050,2003,475566,-74.09847259521484,40.580101013183594
BRONX,SCHUYLERVILLE/PELHAM BAY ,TWO FAMILY HOMES,1516 WATERSTONE DRIVE                    ,10461,3133,3001,2007,643821,-73.82691955566406,40.84437942504883
STATEN ISLAND,ARDEN HEIGHTS            ,ONE FAMILY HOME,16 ASHTON DRIVE                          ,10312,2970,2132,1980,305000,-74.19986724853516,40.55126190185547
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,182 OAKDALE STREET                       ,10308,6050,1196,1955,510000,-74.15741729736328,40.54425048828125
BROOKLYN,FLATBUSH-EAST            ,TWO FAMILY HOMES,449 EAST 53RD   STREET                   ,11203,1750,2942,2009,600000,-73.92693328857422,40.64884948730469
BROOKLYN,BEDFORD STUYVESANT       ,TWO FAMILY HOMES,408 FRANKLIN AVENUE                      ,11238,1444,4050,2012,429250,-73.95662689208984,40.68465042114258
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,164-16 96TH STREET                       ,11414,4000,2152,1950,478000,-73.83506774902344,40.650630950927734
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,1098 ROCKLAND AVENUE                     ,10314,2580,3080,1984,475000,-74.15377044677734,40.59151077270508
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,141-38 72ND   DRIVE                      ,11367,1800,1607,1950,557500,-73.81761932373047,40.72610855102539
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,15 ABBEY ROAD                            ,10308,1853,1800,1989,340000,-74.16114044189453,40.561038970947266
BROOKLYN,BROWNSVILLE              ,TWO FAMILY HOMES,131 RIVERDALE AVENUE                     ,11212,2005,2310,2004,418100,-73.91187286376953,40.66069030761719
BROOKLYN,PARK SLOPE,ONE FAMILY HOME,566 CARROLL STREET,11215,1143,3007,2015,3325000,-73.98342895507812,40.6757698059082
QUEENS,CORONA                   ,THREE FAMILY HOMES,54-13 101ST STREET                       ,11368,2055,4280,2005,725000,-73.85894012451172,40.740169525146484
QUEENS,WHITESTONE               ,ONE FAMILY HOME,145-33 4 AVENUE                          ,11357,4100,1032,1955,650000,-73.7920913696289,40.7959098815918
QUEENS,HILLCREST                ,ONE FAMILY HOME,81-17 168TH   STREET                     ,11432,5000,925,1965,490000,-73.79908752441406,40.72111892700195
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,140-32 246TH STREET                      ,11422,3328,2640,2006,700570,-73.73570251464844,40.66402816772461
STATEN ISLAND,WOODROW                  ,ONE FAMILY HOME,957 STAFFORD AVENUE                      ,10309,4000,1196,1960,420000,-74.21003723144531,40.53916931152344
STATEN ISLAND,MIDLAND BEACH            ,ONE FAMILY HOME,390 STOBE AVENUE                         ,10306,2464,1476,1978,367000,-74.09413146972656,40.579219818115234
BROOKLYN,FLATBUSH-EAST            ,TWO FAMILY HOMES,4513 GLENDALE COURT                      ,11234,1892,1560,1945,358000,-73.93276977539062,40.633480072021484
QUEENS,FRESH MEADOWS            ,ONE FAMILY HOME,7367 196 STREET                          ,11366,5177,2040,1941,625000,-73.77278137207031,40.73460388183594
STATEN ISLAND,NEW DORP-BEACH           ,TWO FAMILY HOMES,64 HETT AVENUE                           ,10306,5000,4250,1960,773870,-74.10205841064453,40.564388275146484
QUEENS,SPRINGFIELD GARDENS,ONE FAMILY HOME,134-45 161 ST,11434,4000,1540,1950,850000,-73.77542114257812,40.67198944091797
QUEENS,MASPETH                  ,ONE FAMILY HOME,66-07 MAURICE AVENUE                     ,11377,2314,1824,1955,450000,-73.89859771728516,40.73537826538086
BRONX,PELHAM PARKWAY NORTH     ,TWO FAMILY HOMES,2523 TENBROECK AVENUE                    ,10469,3800,1631,1950,450000,-73.85314178466797,40.86363983154297
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,57-06 156 STREET                         ,11355,2500,1296,1960,441000,-73.81083679199219,40.749549865722656
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,26 OCEANIC AVENUE                        ,10312,2452,1330,1988,370000,-74.15287017822266,40.53390884399414
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,69-33 174TH   STREET                     ,11365,1800,1732,1950,456000,-73.7956314086914,40.73183059692383
QUEENS,OZONE PARK               ,TWO FAMILY HOMES,107-63 100TH STREET                      ,11417,2167,2772,1960,483000,-73.8324203491211,40.682579040527344
STATEN ISLAND,GRANT CITY               ,TWO FAMILY HOMES,76 STOBE AVENUE                          ,10306,4313,2525,2004,775000,-74.10263061523438,40.58498001098633
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,159-28 92ND STREET                       ,11414,4000,2423,1960,762200,-73.84091186523438,40.658119201660156
STATEN ISLAND,STAPLETON-CLIFTON        ,ONE FAMILY HOME,83 FAIRWAY AVENUE                        ,10304,1350,1465,2004,322371,-74.0795669555664,40.61732864379883
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,722 DRUMGOOLE ROAD WEST                  ,10312,3008,2000,1980,508500,-74.17800903320312,40.55276107788086
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,169 BENNETT AVENUE                       ,10312,5000,2000,1965,525000,-74.18345642089844,40.536869049072266
STATEN ISLAND,MIDLAND BEACH            ,ONE FAMILY HOME,400 NAUGHTON AVENUE                      ,10305,5000,2688,1970,425000,-74.09113311767578,40.58219909667969
